id,title,authors,abstract,keywords,url,download_url,handle,suggested_citation,page_number
,"Vertical Integration, Market Structure and Competition Policy: Experiences of Indian Manufacturing Sector during the Post - Reform Period","Pulak Mishra, Rakesh Basant","In the context of declining degrees of vertical integration in major industries of Indian manufacturing sector during the post - reform period, the present paper is an attempt to examine how such 'vertical disintegration' has affected firms' market power and its implications for competition policy. Using panel dataset of 49 m ajors industries of Indian manufacturing sector for the period 2003 - 04 to 2010 - 11 and applying the system GMM approach to estimate of dynamic panel data models, the paper finds that vertical integration does not cause any significant impact on average mark et power of firms in an industry. Instead, it is influenced by market size, and selling and technology related efforts. While selling intensity has a positive impact on market power, the impact of market size and technology intensity is found to be negativ e. Notably, like vertical integration, market concentration, import to export ratio, and capital intensity also do not have any significant impact on market power. The findings of this paper, therefore, have important implications for competition law and p olicy in general and policies and regulation relating to technology development and international trade in particular.","Economic Reforms, Vertical Integration, Market Power, Competition Policy, India, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12776.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=WorkingPapers&aid=12776,RePEc:ess:wpaper:id:12776,"Pulak Mishra & Rakesh Basant, 2018. ""Vertical Integration, Market Structure and Competition Policy: Experiences of Indian Manufacturing Sector during the Post - Reform Period,"" Working Papers id:12776, eSocialSciences.",2
,Rural Wage Dynamics in India: What Role does Inflation Play?,Sujata Kundu,"This paper studies the relationship between rural wage growth and inflation in India to assess the risk of a wage - price spiral to the inflation trajectory. The results of a cointegration and Vector Error Correc tion Model (VECM) show that in the long - run both nominal agricultural wages and non - agricultural wages exhibit statistically significant positive relationship with rural prices. Findings of a dynamic panel data model using Arellano - Bover/Blundell - Bond syst em of generalized method of moments (GMM) structure show that during November 2013 - November 2017, changes in rural prices had a positive and significant impact on changes in nominal wages, controlling for other determinants such as non - agricultural wages, Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS) wages and rainfall departure from normal. The results also point to significant stickiness in nominal wages and the presence of a statistically significant positive impact of non - farm (con struction sector) wages on agricultural wages. This paper does not find any robust empirical support for the risk of a wage - price spiral in India during the period of study.","rural wage, inflation, MGNREGS, construction wage, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12774.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=WorkingPapers&aid=12774,RePEc:ess:wpaper:id:12774,"Sujata Kundu, 2018. ""Rural Wage Dynamics in India: What Role does Inflation Play?,"" Working Papers id:12774, eSocialSciences.",2
,Gender and Intersecting Inequalities in Local Government in South Asia,Sohela Nazneen,"This paper is an evidence review of how intersecting forms of inequalities influence women's political participation and representation at the local level in Bangladesh, India and Pakistan. The review shows that while the quota system has increased women's presence in local government, inter sections of gender and caste or gender and class affect minority women's ability to contest elections, participate in local government meetings, contest opinions, and represent the interests of their community and that of gender equality in different ways. These intersections also make women vulnerable to discriminatory practices within the government and also to violence. How effectively minority women are able to tackle discriminatory practices is influenced by the nature of patriarchy, the history of women's engagement in local level institutions, women's involvement in political mobilisations and engagement of women's organisations on these issues. The paper also identifies research, policy and programme gaps on intersectional identities and women' political participation.","local government, South Asia, intersectionality, gender quota, minority women's participation, women's political empowerment, India, Bangladesh, Pakistan, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12772.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=12772,RePEc:ess:wpaper:id:12772,"Sohela Nazneen, 2018. ""Gender and Intersecting Inequalities in Local Government in South Asia,"" Working Papers id:12772, eSocialSciences.",2
,The impact of macroeconomic policies on the growth of public health expenditure: An empirical assessment from the Indian states,"Umakant Dash, Deepak Kumar Behera","The impact assessment of macroeconomic policies on public health expenditure is very relevant in Indian economy because of tax reform, fiscal consoli- dation, and expenditure policy reform. These have been undertaken after economic liberalization in order to sustain a high economic growth. Despite the several fis- cal policy initiatives, there is a persistent slowing down of growth in public health expenditure and a huge disparity in the allocation of budget toward health care among the Indian states. Using the period 1990-2014, the study examines the dynamic relationships between public health expenditure and macroeconomic fac- tors (economic growth, domestic revenue, domestic debt, fiscal balance, and central government transfer) of 15 major states of India. Our empirical result shows that state's revenue (i.e. tax revenue and indirect tax) and central transfer (i.e. tax devo- lution) are the major public providers for financing the health care of Indian states. Other sources of revenue of the government, namely non-tax revenue and direct tax show no impact on public health expenditure in the short run, while it shows a positive impact in the long run. As a consequence, we find that economic growth and fiscal balance lead to a favorable impact on public health expenditure in the long run. The result suggests the improvement in revenue collection, increase in the tax base and the efficient utilization of central grants would generate fiscal space in the economy, and thereby the government can allocate more funds toward public health care.","public health expenditure, economic growth, fiscal space, tax revenue, fiscal balance, domestic debt, central grants, economic liberalization, Indian states, Indian economy, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12771.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=12771,RePEc:ess:wpaper:id:12771,"Umakant Dash & Deepak Kumar Behera, 2018. ""The impact of macroeconomic policies on the growth of public health expenditure: An empirical assessment from the Indian states,"" Working Papers id:12771, eSocialSciences.",2
,FDI in Services and India,"Tanu M Goyal, Arpita Mukherjee","Developing countries, including India, are increasing relying on foreign direct investments (FDI) for raising finance for infrastructure development and other projects. Consequently, countries are undertaking policy reforms for facilitating investment flows. In India, services sector is the largest recipient of inward and outward FDI since liberalization. Yet, India continues to face certain challenges to both inward and outward foreign investments as a result of which, it has not been able to exploit its full potential. This article studies the trends and patterns in India's inward and outward investment flows and analyzes its international agree - ments to examine the degree of openness across different services sector, assess barriers and suggest reforms. The article uses the Fink and Molinuevo (2008) framework to examine the architectural design of India's trade agreements and their level of openness in investment in services. The article found that despite progressive liberalization, India continues to impose operating restrictions and regulatory barriers on foreign investors. India is not willing to take forward- looking commitments in investment in services and bind the autonomous regime. The article suggests that FDI is a 'market access' issue and it should be delinked from domestic regulation. Domestic regulation should not discriminate between foreign and domestic investors.","FDI, services, India, trade agreements, policy, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12769.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=12769,RePEc:ess:wpaper:id:12769,"Tanu M Goyal & Arpita Mukherjee, 2018. ""FDI in Services and India,"" Working Papers id:12769, eSocialSciences.",2
,"World Economic Outlook, April 2018: Cyclical Upswing, Structural Change",International Monetary Fund [IMF],"The global economic upswing that began around mid-2016 has become broader and stronger. This new World Economic Outlook report projects that advanced economies as a group will continue to expand above their potential growth rates this year and next before decelerating, while growth in emerging market and developing economies will rise before leveling off. For most countries, current favorable growth rates will not last. Policymakers should seize this opportunity to bolster growth, make it more durable, and equip their governments better to counter the next downturn.","World, Economy, Outlook, Development, Growth, Inequality, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12768.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201858152429_57.pdf&fcategory=Articles&AId=12768&fref=repec,RePEc:ess:wpaper:id:12768,"International Monetary Fund [IMF], 2018. ""World Economic Outlook, April 2018: Cyclical Upswing, Structural Change,"" Working Papers id:12768, eSocialSciences.",2
,Does Export Intensity Affect Firm Performance? Evidence from Basic Metal Industry in India,"Anup Kumar Bhandari, Vipin V","With technological advancement, the world has shrunk in the form of a 'global village'. Acknowledging this fact, the main question of this study is going to be: whether participation of a firm in the global market (in the form of export of its finished produces into the world-wide end points) has an effect on its performance or not? Here we take into account the experience of basic metal industry in India during 2000-01 to 2014-15 for the reason that it is having a vital role in the prosperity of Indian economy. Further, the growth of sectors such as agriculture, transportation, communication and infrastructure are at the mercy of basic metal industry's growth. The study uses Data Envelopment Analysis (DEA) methodology by taking Input output data of 147 companies that come under basic metal industry classification have been taken for the analysis.","Export, Metal industry, Performance, Input-output, Economy, Technology, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12767.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A20185814153_57.pdf&fcategory=Articles&AId=12767&fref=repec,RePEc:ess:wpaper:id:12767,"Anup Kumar Bhandari & Vipin V, 2018. ""Does Export Intensity Affect Firm Performance? Evidence from Basic Metal Industry in India,"" Working Papers id:12767, eSocialSciences.",2
,Growth and Childbearing in the Short- and Long-Run,"Tom Vogl, Shoumitro Chatterjee","Despite being key to theories of economic growth and the demographic transition, evidence on how fertility responds to aggregate income change is mixed. We analyze economic growth and fertility change in the developing world over six decades, using data on 2.3 million women from 255 surveys in 81 countries. We find that fertility responds differently to fluctuations and long-run growth, and the nature of these responses varies over the lifecycle. Fertility is procyclical, falling during recessions, but also declines and delays with long-run growth. Lifetime fertility is affected by fluctuations near the end of the reproductive period but not those at prime reproductive age. Our results are consistent with models linking demography, human capital, and long-run growth, extended to include a lifecycle with liquidity constraints.","Macroeconomics, fertility, growth, lifecycle, human capital, demography, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12766.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=12766,RePEc:ess:wpaper:id:12766,"Tom Vogl & Shoumitro Chatterjee, 2018. ""Growth and Childbearing in the Short- and Long-Run,"" Working Papers id:12766, eSocialSciences.",2
,Goods and Services Tax (GST),Parthasarathi Shome,"India introduced the Goods and Services Tax (GST) on 1 July 2017 after a decade of preparation. Ideally, GST should reduce tax driving the market by enabling businesses to invest, reflecting consumer choices rather than through strategising against the tax structure. The basic GST structure poses challenges. It differentiates between goods and services contrary to GST's essence. Too many rates contest the desirable single- or double-rate structure. There is wide variation among rates. Too many taxpayers have been brought in from the bottom, which will challenge the tax administration adversely. Registration is required in every state where a dealer is trading. This enables the central administration and that of each state to scrutinise the same taxpayer, but comprises a compliance challenge for small taxpayers. Going forward, teething problems in information technology affecting filing of returns should be corrected. There is no monitoring cell to check the GST's impact on revenue or inflation. GST was intended to be introduced on a revenue-neutral basis. The possibility of reduction in GST rates should be considered if post-introduction revenue has shifted up the pre- introduction collection trend. There should be no significant short-run adverse impact on GDP if cascading elements of the earlier tax structure are reduced under GST. These matters need monitoring and correction. Petroleum has to be brought in the GST base quickly to reduce its cascading effects. Judging from the weekly posts by the Chairperson, CBEC, it is apparent that the top administration is trying to handhold taxpayers, ease compliance, and control remaining elements of corruption.","Goods and Services Ta, Taxpayers, Tax, India, VAT, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12765.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=12765,RePEc:ess:wpaper:id:12765,"Parthasarathi Shome, 2018. ""Goods and Services Tax (GST),"" Working Papers id:12765, eSocialSciences.",2
,Crowding-Out or Crowding-In? Public and Private Investment in India,"Girish Bahal, Mehdi Raissi","This paper contributes to the debate on the relationship between public and private investment in India along the following dimensions. First, acknowledging major structural changes that the Indian economy has undergone in the past three decades, we study whether public investment in recent years has become more or less complementary to private investment in comparison to the period before 1980. Second, we construct a novel data-set of quarterly aggregate public and private investment in India over the period 1996-2015 using investment-project data from the CapEx-CMIE database. Third, embedding a theory-driven long-run relationship on the model, we estimate a range of Structural Vector Error Correction Models (SVECMs) to re-examine the public and private investment relationship in India. Identification is achieved by decomposing shocks into those with transitory and permanent effects. Our results suggest that while public investment crowds out private investment in India over the period 1950-2012, the opposite is true when we restrict the sample to post 1980 or conduct a quarterly analysis since 1996. This change can likely be attributed to the policy reforms which started during early 1980s and gained momentum after the 1991 crisis.","India, Public and private investment, Crowding in (out), All these keywords",https://ideas.repec.org/p/ess/wpaper/id12764.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018572198_57.pdf&fcategory=Articles&AId=12764&fref=repec,RePEc:ess:wpaper:id:12764,"Girish Bahal & Mehdi Raissi, 2018. ""Crowding-Out or Crowding-In? Public and Private Investment in India,"" Working Papers id:12764, eSocialSciences.",2
,From Rio to Paris: India in Global Climate Politics,Aniruddh Mohan,"This paper analyses India's participation in more than two decades global climate politics. India has transitioned from a protest voice on the fringes of global climate policy to one that is actively shaping international efforts to combat climate change. Analysis of the drivers behind India's negotiating positions on climate change thus far has focused on the competing motives of equity and co-benefits, which has however been insufficient to explain some of India's recent actions in global climate governance. There is a gap in the literature with regards to the analysis of Indian climate policy as situated in its larger foreign policy agenda and objectives. This paper studies the evolution of India's climate policy through the perspective of its broader foreign policy strategy, arguing that India's engagement with international climate politics can be better understood by locating its climate policy as a subset of its foreign policy agenda. Shifts in India's climate change negotiation stance in the past decade have been but a part of its overall foreign policy adjustments in favour of greater responsibility in management of the global commons. Going for ward, tracking Indian foreign policy objectives will yield vital clues towards India's role in global climate action.","Climate change, India, foeign policy, Rio, Paris, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12763.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=12763,RePEc:ess:wpaper:id:12763,"Aniruddh Mohan, 2018. ""From Rio to Paris: India in Global Climate Politics,"" Working Papers id:12763, eSocialSciences.",2
,"The World Development Report 2018 ""”LEARNING to Realize Education's Promise",World Bank [WB],"The World Development Report 2018 (WDR 2018)""”LEARNING to Realize Education's Promise""”is the first ever devoted entirely to education. And the timing is excellent: education has long been critical to human welfare, but it is even more so in a time of rapid economic and social change. The best way to equip children and youth for the future is to place their learning at the center. The 2018 WDR explores four main themes: 1) education's promise; 2) the need to shine a light on learning; 3) how to make schools work for learners; and 4) how to make systems work for learning.","Education, India, Management, Human welfare, Social change, Learning, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12762.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A20185412036_57.pdf&fcategory=Articles&AId=12762&fref=repec,RePEc:ess:wpaper:id:12762,"World Bank [WB], 2018. ""The World Development Report 2018 ""”LEARNING to Realize Education's Promise,"" Working Papers id:12762, eSocialSciences.",2
,World Happiness Report 2018,"Jeffrey D. Sachs, Richard Layard, John F. Helliwell","The World Happiness Report is a landmark survey of the state of global happiness. The World Happiness Report 2018, ranks 156 countries by their happiness levels, and 117 countries by the happiness of their immigrants. The main focus of this year's report, in addition to its usual ranking of the levels and changes in happiness around the world, is on migration within and between countries. The overall rankings of country happiness are based on the pooled results from Gallup World Poll surveys from 2015-2017, and show both change and stability.","World, Happiness, Migration, Life expectancy, Freedom, Social foundation, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12761.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201854103855_57.pdf&fcategory=Articles&AId=12761&fref=repec,RePEc:ess:wpaper:id:12761,"Jeffrey D. Sachs & Richard Layard & John F. Helliwell, 2018. ""World Happiness Report 2018,"" Working Papers id:12761, eSocialSciences.",2
,Demographics and FDI: Lessons from China's One-Child Policy,"Rajnish Mehra, Christos Koulovatianos, John Donaldson","Lucas (1990) argues that the neoclassical adjustment process fails to explain the relative paucity of FDI inflows from rich to poor countries. In this paper we consider a natural experiment: using China as the treated country and India as the control, we show that the dynamics of the relative FDI flows subsequent to the implementation of China's one-child policy, as seen in the data, are consistent with neoclassical fundamentals. In particular, following the introduction of the one-child policy in China, the capital-labor (K/L) ratio of China increased relative to that of India, and, simultaneously, relative FDI inflows into China vs. India declined. These observations are explained in the context of a simple neoclassical OLG paradigm. The adjustment mechanism works as follows: the reduction in the (urban) labor force due to the one-child policy increases the savings per capita. This increases the K/L ratio and reduces the marginal product of capital (MPK). The reduction in MPK (relative to India) reduces the relative attractiveness of investment in China and is thus associated with lower FDI/GDP ratios. Our paper contributes to the nascent literature exploring demographic transitions and their effects on FDI flows.","Lucas paradox, capital-labor ratio, FDI-intensity, one-child policy, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12759.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201852153413_57.pdf&fcategory=Articles&AId=12759&fref=repec,RePEc:ess:wpaper:id:12759,"Rajnish Mehra & Christos Koulovatianos & John Donaldson, 2018. ""Demographics and FDI: Lessons from China's One-Child Policy,"" Working Papers id:12759, eSocialSciences.",2
,"Growth, Inequality, Poverty and Urbanization",Arup Mitra,"The focus in this paper is on growth, inequality and poverty, particularly in relation to urbanization. The analysis is pursued at three levels of disaggregation: states, districts and the million-plus cities. At the state level, urbanization does not show any significant impact on rural poverty though it tends to reduce poverty in the urban areas. Growth influences urbanization positively, while urbanization and expansion in non - agricul tural activities both contribute to economic growth. An alternative technique again shows a strong association between urbanization and per capita net state domestic product. Although urban inequality is not strongly correlated with urbanization and growth, the relationship is distinct. While poverty tends to decline evidently, inequality rises in the process of growth and urbanization. Further, a positive relationship amongmigration, urbanization and growth index is noticeable. The district-level data confirms a positive association among urbanization, work participation rate, percentage of workforce engaged in non-household manufacturing and services, literacy, growth and inequality,though the degree of association is mild.Urbanization shows a strong beneficial effect on povertyat the district level.","urbanization, growth, poverty, city, workforce, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12758.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=12758,RePEc:ess:wpaper:id:12758,"Arup Mitra, 2018. ""Growth, Inequality, Poverty and Urbanization,"" Working Papers id:12758, eSocialSciences.",2
,The Impact of New Drug Launches on Life-Years Lost in 2015 from 19 Types of Cancer in 36 Countries,Frank R. Lichtenberg,"This study employs a two-way fixed effects research design to measure the mortality impact and cost-effectiveness of cancer drugs: it analyzes the correlation across 36 countries between relative mortality from 19 types of cancer in 2015 and the relative number of drugs previously launched in that country to treat that type of cancer, controlling for relative incidence. One additional drug for a cancer site launched during 2006-2010 is estimated to have reduced the number of 2015 disability-adjusted life years (DALYs) lost due to cancer at that site by 5.8%. The estimated cost per life-year gained at all ages in 2015 from cancer drugs launched during 2006-2010 is $1635. The paper estimates that drugs launched during the entire 1982-2010 period reduced the number of cancer DALYs lost in 2015 by about 23%. In the absence of new drug launches during 1982-2010, there would have been 26.3 million additional DALYs lost in 2015.","eSS, drug, cancer, DALYs, mortality, cost-effectiveness, cancer drug, relative incidence., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12757.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201852134946_29.pdf&fcategory=Articles&AId=12757&fref=repec,RePEc:ess:wpaper:id:12757,"Frank R. Lichtenberg, 2018. ""The Impact of New Drug Launches on Life-Years Lost in 2015 from 19 Types of Cancer in 36 Countries,"" Working Papers id:12757, eSocialSciences.",2
,Innovation and Trade Policy in a Globalized World,"Ufuk Akcigit, Sina T. Ates, Giammario Impullitti","How do import tariffs and R&D subsidies help domestic firms compete globally? How do these policies affect aggregate growth and economic welfare? To answer these questions, the paper builds a dynamic general equilibrium growth model where firm innovation endogenously determines the dynamics of technology, and, therefore, market leadership and trade flows, in a world with two large open economies at different stages of development. Firms' R&D decisions are driven by (i) the defensive innovation motive, (ii) the expansionary innovation motive, and (iii) technology spillovers. The theoretical investigation illustrates that, statically, globalization (defined as reduced trade barriers) has ambiguous effects on welfare, while, dynamically, intensified globalization boosts domestic innovation through induced international competition.","eSS, innovation, trade policy, globalized world, globalization, competition, economic welfare, growth, equilibrium growth model, technology, leadership, market, markt leadership, defensive innovation motive, domestic innovation, international competition., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12756.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201852134218_29.pdf&fcategory=Articles&AId=12756&fref=repec,RePEc:ess:wpaper:id:12756,"Ufuk Akcigit & Sina T. Ates & Giammario Impullitti, 2018. ""Innovation and Trade Policy in a Globalized World,"" Working Papers id:12756, eSocialSciences.",2
,National Digital Communications Policy 2018,Telecommunication Department of,"The National Digital Communications Policy, 2018 seeks to unlock the transformative power of digital communications networks - to achieve the goal of digital empowerment and well being of the people of India; and towards this end, attempts to outline a set of goals, initiatives, strategies and intended policy outcomes.","Telecommunication, India, Digital infrastructure, Draft policy, Growth, Reforms, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12755.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201852121748_57.pdf&fcategory=Articles&AId=12755&fref=repec,RePEc:ess:wpaper:id:12755,"Telecommunication Department of, 2018. ""National Digital Communications Policy 2018,"" Working Papers id:12755, eSocialSciences.",2
,"Growth, Employment and Output Generation in MSME in India: An Analysis","Yogesh Kumar, A nil K. Yadav","The paper have attempted to understand the dynamics of MSMEs -that is to say,how much the number of units is increasing and how much is the contribution of MSME's in the economy? We have also explored the elasticity of employment with respect to output. We are basically trying to analyse the growth, employment and output pattern of the MSMEs in India. It emerges from the analysis that the growth rate had been quite high for the period 2001-02 to 2011-2012. Similarly, employment generation has been higher. The Output also has been showing an upward trend. The two-way analysis in the changes of attributes is attempted in the paper, viz.(i) Absolute changes in the figures of different attributing factors, and (ii) Relative changes in the figures of these attributes. Employment generation as well as fixed investment levels (valued at current prices) was found to be going up during 2001-02 to 2011-12.","Productivity, Employment, Labour, India, Growth, Output, MSME, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12754.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=12754,RePEc:ess:wpaper:id:12754,"Yogesh Kumar & A nil K. Yadav, 2018. ""Growth, Employment and Output Generation in MSME in India: An Analysis,"" Working Papers id:12754, eSocialSciences.",2
,Labour Regulations in India: Improving the Social Security Framework,"Anwarul Hoda, Durgesh Rai","An important segment of labour regulations concerns the protection aspects of social security. These regulations provide safety nets or fall back mechanisms to enable workers to cope with crises that affect households from time to time, such as illness, employment injury, death or old age. This paper critically reviews and analyses existing regulations in India that provide fall back mechanisms and evaluates how theycompare with systems in selected comparator countries and measure up against the minimum standards recommended in various ILO Conventions. These regulations are important not only from the point of view of the welfare of society but also from the perspective of efficiency of the work force in any activity. The analysis reveals serious shortcomings in the social security legislation and programmes in the country insofar as they apply to the unorganised workers. The paper concludes by making recommendations on alternative approaches to redress the deficiencies.","Labor regulations, social security, ILO Conventions, India, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12753.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=12753,RePEc:ess:wpaper:id:12753,"Anwarul Hoda & Durgesh Rai, 2018. ""Labour Regulations in India: Improving the Social Security Framework,"" Working Papers id:12753, eSocialSciences.",2
,Labour Regulations in India: Rationalising the Laws Governing Wages,Anwarul Hoda,"In this paper, we undertake an evaluation of the laws governing wages in India, identify their shortcomings and offer suggestions for improvement. In doing so, we analyze the provisions in the relevant ILO Conventions and look at the laws and practice in selected developed and emerging countries, and in particular in five comparator countries, which have been successful in industrial development, viz., China, Japan, Malaysia, South Korea and Thailand. The study shows that the wage regulations in India do not measure up to the standards adopted in peer countries and in some respect fall short of the recommendations in ILO Conventions. Some of our laws are very complex and this makes enforcement difficult. The Code on Wages Bill,2017,seeks to eliminate some of the deficiencies but others will remain outstanding.","Labour Regulations, Wages, ILO Conventions, India, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12752.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=12752,RePEc:ess:wpaper:id:12752,"Anwarul Hoda, 2018. ""Labour Regulations in India: Rationalising the Laws Governing Wages,"" Working Papers id:12752, eSocialSciences.",2
,Union Budget 2018-19: Allocation for Supplementary Foods for TB patients: How Adequate?,Brajaraj S Ghosh,"The Union Budget takes the long needed step of allocating funds specifically for addressing the nutritional concerns of TB patients, taking note of the considerable evidence of the association between the disease and under-nutrition. But will this allocation be adequate?","Tuberculosis, TB, DOT, undernutrition, nutrition, Budgetary provisions for nutrition, Union Budget 2018-19, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12751.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A20184302243_19.pdf&fcategory=Articles&AId=12751&fref=repec,RePEc:ess:wpaper:id:12751,"Brajaraj S Ghosh, 2018. ""Union Budget 2018-19: Allocation for Supplementary Foods for TB patients: How Adequate?,"" Working Papers id:12751, eSocialSciences.",2
,Family Businesses: The Emerging Landscape 1990 - 2015,"Nupur Bang, Sougata Ray, Kavil Ramachandran","The widespread reforms were expected to bring about significant transformations in the structure, operations, allocation of resources (including capital) and competitiveness of the businesses in India.","Contemporary, economic, history, India, unleashing, transformations, structure, operations, allocation of resources, enterprises., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12750.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018427142432_47.pdf&fcategory=Articles&AId=12750&fref=repec,RePEc:ess:wpaper:id:12750,"Nupur Bang & Sougata Ray & Kavil Ramachandran, 2018. ""Family Businesses: The Emerging Landscape 1990 - 2015,"" Working Papers id:12750, eSocialSciences.",2
,Cold Chain Development for Fruits & Vegetables in India,"Man Mohan Sodhi, Sukhmeet Singh, Chetna Agnihotri",This supply chain allows us to analyze the time- and distance-related aspects of cold-chain investment.,"India, fruit, vegetables, post-harvest, losses, supply chain, perishable, nature, Punjab, dependence, investment., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12749.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018427141645_47.pdf&fcategory=Articles&AId=12749&fref=repec,RePEc:ess:wpaper:id:12749,"Man Mohan Sodhi & Sukhmeet Singh & Chetna Agnihotri, 2018. ""Cold Chain Development for Fruits & Vegetables in India,"" Working Papers id:12749, eSocialSciences.",2
,The Role of Plant-Breeding R&D in Tractor Adoption among Smallholders in Asia: Insights from Nepal Terai,"Hiroyuki Takeshima, Yanyan Liu","Combining agricultural census data from Nepal from 2001 and 2011 with various spatial agroclimatic data, we show that increase in yield potentials due to the introduction of high-yield technologies (particularly improved seed varieties) plays an important role in smallholders' tractor adoption in Nepal Terai. We use a novel instrumental variable, agroclimatic similarity between farmers' and plant breeding institutes' locations, to instrument the adoption of improved seed varieties. To our knowledge, our study offers the first direct evidence that mechanization growth among smallholders is partly induced by the introduction of high-yield technologies. [IFPRI Discussion Paper 01719}.","tractor adoptions, smallholders, agroclimatic similarity, agricultural census, Nepal, smallholders, high-yield technologies, mechanization, agroclimatic, farmers' and plant breeding institutes', All these keywords",https://ideas.repec.org/p/ess/wpaper/id12748.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018427135441_20.pdf&fcategory=Articles&AId=12748&fref=repec,RePEc:ess:wpaper:id:12748,"Hiroyuki Takeshima & Yanyan Liu, 2018. ""The Role of Plant-Breeding R&D in Tractor Adoption among Smallholders in Asia: Insights from Nepal Terai,"" Working Papers id:12748, eSocialSciences.",2
,The Future of the Indian Workforce: A New Approach for the New Economy,"Samir SARAN, VIVAN SHARAN","India is at a crossroads. It has the largest young workforce anywhere in the world, and is the fastest growing economy today. At the same time, the economy is not creating enough jobs, and therefore not fully harnessing its ""demographic dividend"" in preparation for the ""Fourth Industrial Revolution"" . To create more and better jobs , cert ain f u n d a m e n t a l r e a l i t i e s n e e d t o b e r e c o g n i s e d ""” t h e u n t a p p e d oppo rtun itie s in the serv ices sect or, the impe rati ves of poli cy and regu lato ry stab ilit y, and the welf are need s of a new work forc e. Afte r brie fly anal ysin g the supp ly-s ide cont ext (the char acte rist ics of the so- call ed ""dem ogra phic divi dend "" ), this pape r outl ines a basi c stra tegi c road map for the dema nd side with a focu s on cons titu ents of the new econ omy (the indu stri es that will have to gene rate new empl oyme nt). It concludes with recommendations that can help bridge supply-side gaps, and demand-side imperatives.","India, Workforce, Economy, Demographic Dividend, Population, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12747.html,http://www.esocialsciences.org/Articles/show_Article.aspx?acat=InstitutionalPapers&aid=12747,RePEc:ess:wpaper:id:12747,"Samir SARAN & VIVAN SHARAN, 2018. ""The Future of the Indian Workforce: A New Approach for the New Economy,"" Working Papers id:12747, eSocialSciences.",2
